,source,freq,statement,veracity,length
10727,Stephen Wise,1,"""Every person on death row was a foster kid.""",False,45
10737,Mark Warner,3,"""Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].""",True,200
10743,Ronald Renuart,1,"""Almost 37 percent of the total income from Planned Parenthood is from abortions.""",False,82
10747,Jean Schmidt,1,"""For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.""",False,97
10751,Geraldine Thompson,1,"""The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governor's signature on a death warrant to end the case.""",True,184
10755,Joe Walsh,1,"""Every time we've cut taxes, revenues have gone up, the economy has grown.""",False,75
10756,Ward Armstrong,2,"""[Appalachian Power] wants another 10 percent rate increase. The compensation package for CEO Mike Morris rose 22 percent to $8.7 million in 2010.""",True,147
10766,Jim Keffer,1,"""The costs of cancer and all affiliated issues are over $20 billion a year to this state.""",True,90
10768,George Turner,1,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",True,135
10775,Peter DeFazio,1,"""Medicare passed with virtually no Republican support.""",False,55
10790,Florida Education Association,1,"""Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.""",False,109
10798,Mark Warner,3,"""There used to be 16 workers for every one person on Social Security. ... Now it’s three.""",True,90
10801,Mark Hass,1,"""For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.""",False,151
10803,Scott Randolph,1,"""We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.""",False,116
10819,Tim Ryan,3,"""A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide.""",Pants on Fire!,111
10821,Tim Ryan,3,"""From '05 to '09, we've had 1,100 soldiers commit suicide, one every 36 hours.""",True,79
10831,Reince Priebus,3,"""We’ve lost 26 million jobs … since (Obama’s) been president.""",Pants on Fire!,62
10833,Mike Villarreal,1,"""The only segment in the beer market that is growing is the craft beer segment.""",True,80
10862,Johnny Isakson,3,"""There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.""",True,142
10877,Karl Rove,3,"""American troops have never been under the formal control of another nation.""",False,77
10878,Larry Ahern,1,"""We don't need a separate (prescription drug) database ... Pharmacies already have a database in place.""",False,104
10885,Dennis Richardson,3,"""Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.""",False,147
10891,WorldNetDaily,1,"""A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.""",Pants on Fire!,186
10892,Grover Norquist,2,"""Withheld union dues fund half of Dem (Democratic) campaigns in Florida.""",Pants on Fire!,73
10898,Lawrence O'Donnell,3,"""Most Americans live within 50 miles of a nuclear power plant.""",True,63
10899,Bill Nelson,3,"""The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.""",True,105
10905,Leticia Van de Putte,2,"""Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.""",True,136
10922,Richard  Ferruccio,2,"""What we have now is the most generous, in my opinion, 'good time' bill in the entire United States.""",False,101
10929,National Federation of Independent Business-Florida,1,"""Florida is one of only three states that require licenses for commercial interior designers.""",True,94
10944,Marcia Fudge,3,"""There are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes.""",True,111
10963,Morgan Griffith,3,"""A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.""",False,219
10969,Michael Moore,2,"""Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.""",True,84
10974,Direct Action for Rights & Equality,1,"""Roughly 25% of RI has a criminal record""",Pants on Fire!,41
10999,Frederica Wilson,1,"""We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.""",True,108
11038,Tom Niehaus,2,"""Unfortunately we have documented instances where people defecated in the (Statehouse) building.""",Pants on Fire!,97
11045,Cliff Stearns,1,"""The cost for renovating the headquarters of the U.N. has doubled from the original estimate.""",True,94
11052,Jeff Wentworth,1,"""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",Pants on Fire!,84
11060,Michael Sullivan,1,"""If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.""",True,153
11090,Dan Flynn,1,"""Our children do not spend any time in school learning about our own U.S. Constitution.""",Pants on Fire!,88
11110,Mitch Daniels,2,"""Within a few years, we will be spending more on interest payments than on national security.""",False,94
11123,Jamie Radtke,1,"""Senator Webb was a reliable vote for President Obama and Senator Harry Reid.""",True,78
11132,Milele Coggs,1,"""In its current state, this bill is the most restrictive voter ID legislation in the nation.""",True,93
11134,Matt Lundy,2,"""There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.""",True,156
11147,Ocean State Policy Research Institute,2,"""The most significant driver of out-migration [from Rhode Island] is the estate tax.""",False,85
11155,Jeff Stone,2,"""I’m the only candidate for Milwaukee County executive that has voted against increasing government pensions.""",True,110
11162,National Organization for Marriage,2,"""Massachusetts public schools teach kids as young as kindergartners about gay marriage.""",False,88
11165,Pete Gallego,1,"""In Mexico, they don't have birth certificates... they don’t have registration cards for voters. They have one national ID.""",False,124
11175,Americans Against Food Taxes,1,"""Some politicians … want to put new taxes on a lot of groceries.""",True,65
11186,Terry Gorman,2,"""Illegal aliens cost the state of Rhode Island $400 million a year.""",Pants on Fire!,68
11203,Blake Farenthold,1,"""Despite claims that you can 'keep the health care plan you like,' the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.""",False,221
11204,David Rivera,2,"""In the past, President Obama has refused to meet with representatives from Cuban exile organizations.""",False,103
11213,One Wisconsin Now,2,"""Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending""",Pants on Fire!,129
11234,Kent Conrad,1,"""We're borrowing 40 cents of every dollar we spend.""",True,52
11254,Dean Cannon,1,"""The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed.""",True,121
11265,Jack Reed,2,"""New England already has access to ample supplies of natural gas.""",True,66
11269,Bob Buckhorn,1,"""There was no panhandling when I left office.""",False,46
11276,Jay Hottinger,1,"""Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didn't envision that the tax man would visit on the day of your death.""",False,174
11293,John Eaves,1,"""This kind of snowstorm happens every 10 or 15 years.""",True,54
11294,Raging Elephants,1,"""Martin Luther King Jr. was a Republican!""",False,42
11297,Glenn Grothman,3,"""Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade.""",False,120
11304,Mike Haridopolos,2,"""Whether you like to admit it or not, half our general revenue goes to education.""",True,82
11334,Dan Moore,1,"""It's taken more time to complete the Towpath Trail than it did to build the (Ohio & Erie) Canal.""",True,98
11336,Kevin McCarthy,2,"""The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.""",False,133
11340,Michael McCaul,2,"""I stopped requesting earmarks in 2008.""",True,40
11341,Darrell Issa,1,"""We can save $125 billion in simply not giving out money to Medicare recipients that don't exist for procedures that didn't happen.""",False,132
11342,Jeff Stone,2,"""I never proposed privatizing the (Milwaukee County) airport.""",True,62
11363,Ward Armstrong,2,"""The Governor did not consult members of his own party before he released his [transportation] plan.""",False,101
11366,Scott Fitzgerald,1,"""We continue to see these isolated incidents of people trying to vote five, six times a day.""",False,93
11373,Martin Kiar,1,"""You can go to Georgia and make about $6,000 more a year as a teacher.""",True,71
11385,James  Jolly,1,"""Every student paying out-of-state tuition actually covers more than the cost of instruction.""",True,94
11388,Steve Kagen,2,"""Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.""",Pants on Fire!,130
11395,Jane Kidd,1,"""[State Rep. Doug McKillip’s] donors deserve a refund.""",False,55
11397,John Mica,1,"""On the question on the DREAM Act, no -- no to granting lower tuition to illegals.""",False,83
11429,Jim Zehringer,1,"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",True,92
11442,Vern Buchanan,2,"""In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.""",False,130
11455,William Howell,1,"""There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.""",Pants on Fire!,158
11467,Bob McDonnell,3,"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",True,90
11480,Democratic Party  of Georgia,1,"""[Georgia] Republicans have mismanaged unemployment benefits.""",False,62
11487,Jamie Samons,1,"""We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.""",True,100
11494,Todd Staples,1,"""More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.""",True,175
11498,Ohio Department of Transportation,1,"""Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.""",True,123
11525,Tim Ryan,3,"""Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.""",True,162
11526,Joyce Kaufman,1,"""Nobody has played clips over and over ... of President Obama (saying), 'If they bring a knife to the fight, we'll bring a gun.' """,True,130
11533,Steven Schale,1,"""Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.""",True,104
11537,William G. Batchelder,2,"""We haven’t had control of the House for the last two years and it’s been malfunctioning. We had 109 sessions scheduled and held 49.""",True,133
11554,Michael Murphy,1,"""Mequon and Milwaukee have the highest disparity of income in the country.""",False,75
11565,Pam Bondi,3,"""We're the only system of federalism in the world.""",False,51
11571,Robert Brown,1,"""Animal abuse is often an indicative trait of future acts of violence against humans.""",True,86
11582,Children's Healthcare of Atlanta,1,"""Georgia has the second-highest rate of childhood obesity in the United States.""",True,80
11589,Democratic Party of Oregon,1,"""In fact, 85 percent of Oregonians voted in 2008.""",False,50
11594,Mike Prendergast,1,"""Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.""",Pants on Fire!,108
11606,Valinda Bolton,1,"""Paul Workman wants to raise the sales tax.""",False,44
11609,Tom Perriello,1,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",False,85
11619,Committee for Florida's Education,1,"""Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.""",Pants on Fire!,106
11621,Crossroads GPS,3,"""North Dakota's economy is reeling.""",Pants on Fire!,36
11654,Reid Ribble,1,"""I lost my health insurance and my doctor because of Obamacare.""",Pants on Fire!,64
11656,Matt Patten,1,"""Unfortunately everyone needs to cut back in these tough economic times. That's why I voted to cut my own pay along with the pay of our state employees.""",False,153
11664,Michael Steele,3,"""When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.""",False,193
11682,Ohio House Republican Organizational Committee,1,"""Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? (Frank) Russo and (Jimmy) Dimora.""",False,122
11705,Maryellen O'Shaughnessy,1,"""Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.""",True,122
11736,Christine O'Donnell,1,"""We haven't yet taken out a negative ad.""",Pants on Fire!,41
11763,David Rivera,2,"""Joe Garcia raised utility rates on families.""",False,46
11769,Loranne Ausley,1,"""(Jeff) Atwater's busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish it's dubbed the 'Taj Mahal,' $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.""",False,249
11784,Chet Edwards,1,"""When Washington liberals wanted to take away our guns, Chet said no.""",False,70
11788,Allen Boyd,1,"""Steve Southerland did not pay his taxes in '05, '06, '07, '08 or '09.""",False,71
11807,Lloyd  Doggett,2,"""I said no to these big bank bailouts.""",True,39
11809,Jon Husted,1,"""O’Shaughnessy even voted for her own personal stimulus package -- a taxpayer-funded pay raise for herself.""",False,108
11811,Raymond LaHood,1,"""It’s coming. Nobody can stop this train.""",False,42
11824,John  Robitaille,2,"""Rhode Island has a very generous unemployment compensation rate compared to most other states.""",True,96
11838,Mark Hinkle,1,"""Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.""",True,92
11842,Back to Basics,1,"""Perry pushed for a law that lets insurance companies raise homeowners’ rates without having to justify the increase.""",False,118
11844,John Loughlin,2,"""Social Security is a Ponzi scheme.""",False,36
11856,Tom Ganley,1,"""An organized crime syndicate was extorting money from his (Tom Ganley’s) business, threatening his family, but he fought back and won the FBI's highest civilian award""",True,168
11863,Dave Yost,1,"""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.""",True,93
11866,J.D. Alexander,1,"""It takes as much energy to make a solar panel as it likely generates in its entire life.""",Pants on Fire!,90
11877,Steve Southerland,2,"""Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.""",False,109
11881,Steve Kagen,2,"""Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.""",Pants on Fire!,110
11889,Bob Hackworth,1,"""The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. … I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.""",False,236
11890,Susan Latvala,1,"""One of the other inaccuracies ... is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since I’ve been in office. It was a quarter mill tax in the unincorporated area only.""",False,226
11910,Ted Ankrum,1,"""More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.""",False,142
11917,Tom Barrett,2,"""Under Tom Barrett’s leadership, violent crime in Milwaukee has decreased by over 20% -- to its lowest levels in more than 20 years.""",Pants on Fire!,133
11927,Betty Sutton,3,"""Ganley said that if elected, he wants to ‘cut the dickens’ out of Social Security, Medicare and Veterans’ benefits.""",Pants on Fire!,117
11928,Russ  Feingold,1,"""I've been outspent by my opponents every time I've run for U.S. Senate.""",Pants on Fire!,73
11936,Bill Maher,2,"""Do you know that we have pipes carrying natural gas in this country that are made of wood? I'm not joking.""",False,108
11967,John Thrasher,2,"""We will be the first party to elect a bald guy to governor.""",False,61
11969,John Boccieri,1,"""I don’t understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.""",True,142
11987,Peter Kilmartin,2,"""When the mayor of Providence's brother wrote over 100 grand in bad checks to the city, Joe Fernandez didn't have the guts to prosecute him. He let him off the hook.""",Pants on Fire!,166
11995,Jan Brewer,2,"""Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.""",Pants on Fire!,127
12000,Daniel Mielke,1,"""Close to 30% of our federal prison population consists of  illegal immigrants.""",False,80
12004,Kevin Boyce,2,"""Our most important work has been creating and retaining almost 55,000 Ohio jobs.""",Pants on Fire!,82
12008,Michael J. Gardiner,1,"""It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.""",False,102
12013,Barbara  Boxer,1,"""I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.""",Pants on Fire!,127
12023,John  Lombardi,1,"""80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.""",Pants on Fire!,115
12040,Bud Chiles,2,"""Florida is 49th in per capita spending on mental health care.""",True,63
12055,Kenneth Block,2,"""(I) helped to invent a system that saved over a billion dollars on welfare.""",True,77
12062,Russell Edwards,1,"""Paul Broun Jr. sides with sexual deviants to support sale of 'crush videos.' """,False,79
12078,Al Hunt,2,"""This is not a mosque. It's a cultural center that has a prayer area.""",False,70
12081,Debbie Riddle,1,"""Over 81 percent of the babies that are born at LBJ Hospital right here in Houston are born of women who are not here legally.""",False,127
12087,Florida First Initiative,1,"""Reporters have uncovered another Scott company accused of criminal acts. But Scott won't come clean.""",False,102
12091,John  Robitaille,2,"""Mr. Caprio is a career politician who has never worked in the private sector.""",False,79
12096,Ileana Ros-Lehtinen,1,"""U.S. taxpayers are being forced to fund Feisal Abdul Rauf’s trip to the Middle East.""",True,86
12110,Eddie Bernice  Johnson,2,"""In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.""",True,119
12117,Courtney Combs,1,"""Phoenix, Ariz., is the No. 2 kidnapping capital of the world.""",Pants on Fire!,63
12136,Jeff Kottkamp,3,"""I've taken on the federal government and won.""",True,47
12140,Kevin Boyce,2,"""I’ve even cut my own salary -- twice.""",True,39
12147,George Voinovich,1,"""Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.""",True,132
12164,Bill O'Neill,1,"""In recent years, Rep. LaTourette has sponsored legislation that would increase spending by 551.6 percent.""",Pants on Fire!,107
12169,Randy Neugebauer,1,"""Ninety-four percent of small businesses will face higher taxes under the Democrats' plan.""",Pants on Fire!,91
12175,Jeff Greene,1,"""Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.""",False,132
12186,Preston Smith,1,"""We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.""",Pants on Fire!,128
12193,Jeff Kottkamp,3,"""Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.""",False,138
12199,Yvette McGee Brown,2,"""The first professional baseball team was from an Ohio city.""",True,61
12200,Jeb Hensarling,2,"""Today almost half our debt is owned by foreigners.""",True,52
12203,Bill McCollum,2,"""There's no negative advertising in my campaign at all.""",Pants on Fire!,56
12210,Dave Aronberg,1,"""There are more pain clinics in Broward County than there are McDonald's in Broward County.""",True,92
12219,Lincoln Chafee,3,"""I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.""",False,91
12223,Timothy Geithner,1,"""We've seen six months of positive job growth by the private sector.""",True,69
12235,John King,1,"""Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""",True,168
12242,Yvette McGee Brown,2,"""Education Week rates Ohio schools in the top five in the nation.""",True,66
12243,Bob Gibbs,2,"""In the 18th Congressional District, 100% of electric generation comes from coal.""",True,82
12266,Sheila Jackson Lee,1,"""Today, we have two Vietnams, side by side, North and South, exchanging and working.""",False,85
12270,Barney Simms,1,"""Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.""",True,100
12293,Rob Teilhet,1,"""Ken Hodges badly botched this investigation and, as a result, justice wasn't done in this case.""",False,97
12304,John Thrasher,2,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""",True,212
12315,Trent Franks,1,"""The top 1 percent pay over half of the entire revenue for this country.""",False,73
12318,Keith Olbermann,2,"""Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.""",False,180
12324,Alexi Giannoulias,1,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""",True,115
12330,Al Hunt,2,"""Crime is down in Arizona.""",True,27
12349,Carol Morgan,1,"""We’re No. 1 in child hunger.""",True,30
12355,Ron Klein,1,"""West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.""",False,146
12357,Ritch Workman,1,"""In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.""",False,118
12360,Jan Brewer,2,"""The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.""",False,100
12377,Vernon Jones,1,"""Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked  about MARTA.""",Pants on Fire!,85
12379,Mark S. Zaccaria,1,"""Langevin has been the  most reliable vote for Speaker Pelosi.""",False,63
12386,Lincoln Chafee,3,"""Fifty-three percent of teens  in Central Falls are getting pregnant.""",False,70
12393,Fair Districts Florida,1,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",True,138
12407,Rahm Emanuel,1,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""",False,117
12409,Snooki,1,"""Obama put a 10 percent tax on tanning.""",True,40
12412,Jerry Patterson,1,"""We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' """,False,147
12418,Rick Barber,1,"""Without representation, (the IRS) can increase taxes.""",Pants on Fire!,55
12425,Eric Johnson,2,"""The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.""",False,98
12448,Kevin Levitas,1,"""Georgia has a well-deserved reputation for setting the gold standard for food safety.""",False,87
12462,Bud Chiles,2,"""Almost 1 million children ... have no health insurance in this state.""",True,71
12466,John Kerry,3,"""Every major study that has been done by a legitimate group ... shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.""",False,209
12479,Francis Kung'u,1,"""For now, we are still below average in the metro region.""",True,58
12494,Colin Powell,1,"""The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.""",True,167
12512,Robert Koons,1,"""In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.""",False,110
12514,Bill McCollum,2,"""The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.""",False,156
12538,Ed Schultz,1,"""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.""",Pants on Fire!,89
12543,Linda Chavez-Thompson,2,"""Texas has, now, the highest share of minimum-wage workers in the nation.""",True,74
12559,Vern Buchanan,2,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",True,89
12566,J.D. Hayworth,2,"""Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.""",Pants on Fire!,127
12569,Progress Florida,1,"""Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.""",True,187
12577,Bill Maher,2,"""Brazil got off oil in the last 30 years.""",False,42
12589,Arlen Specter,1,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",True,95
12599,Bill O'Reilly,3,"""We researched to find out if anybody on Fox News had ever said you're going to jail if you don't buy health insurance. Nobody's ever said it.""",Pants on Fire!,143
12603,Charlie Justice,1,"""Bill Young uses his campaign money for, among other things, a luxury car.""",True,75
12612,Lamar Alexander,3,"""No member of the American public has ever been killed by commercial nuclear power — a record unmatched by other fuels.""",True,120
12622,Paula Dockery,1,"""We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.""",False,102
12631,Richard Shelby,1,"""The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.""",False,196
12633,Rick Green,1,"""When you look at the nearly 150 men and women   who have served us on the Texas Supreme Court, more than half of them   had zero prior judicial experience.""",False,157
12638,Jeffrey Toobin,1,"""A filibuster has never really been successfully used against a Supreme Court justice.""",False,87
12641,Ken Legler,1,"""Cell phone numbers go public this month.""",False,42
12652,Jon Kyl,1,"""President Obama himself attempted to filibuster Justice Alito, who  now sits on the Supreme Court.""",True,100
12658,Holly  Turner,1,"""Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.""",False,152
12659,Patrick McHenry,1,"""Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms.""",False,130
12667,Silvestre Reyes,1,"""An audit of the last census found that over 370,000  people living in  Texas were not counted, and our state lost an  estimated $1 billion in  federal funds as a result.""",Pants on Fire!,171
12670,Alexander Snitker,1,"""Snitker has been virtually ignored by the major media.""",True,56
12673,Lloyd  Doggett,2,"""With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.""",True,127
12679,J. Xavier,1,"""Farouk is on fire.""",True,20
12685,Lindsey Graham,2,"""The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.""",False,117
12714,Bart Stupak,1,"""There will be no public funding for abortion in this legislation.""",True,67
12721,Pat Carlson,1,"""In Texas, schools do not even have to teach sex education.""",True,60
12726,Karl Rove,3,"""Kay Bailey Hutchison was elected state treasurer,  succeeding Ann Richards. Democrats then abolished the position ...  Hutchison later became a U.S. senator.""",False,159
12730,J.D. Hayworth,2,"""The Massachusetts Supreme Court...defined marriage as simply, quote, the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.""",Pants on Fire!,208
12738,Americans for Prosperity,2,"""A government panel that didn't include cancer specialists says women shouldn't  receive mammograms until age 50...If government takes over health care,  recommendations like these could become the law for all kinds of diseases.""",Pants on Fire!,229
12740,Virginia Foxx,1,"""The economy began its nose dive when Democrats took control of Congress in January 2007.""",Pants on Fire!,90
12744,Cathie Adams,1,"""Bill White ... supports the ‘ObamaCare’ socialized medicine plan, as well as ‘Cap and Trade’ legislation that would kill thousands of Texas jobs.""",Pants on Fire!,147
12751,America's Health Insurance Plans,1,"""Health insurance companies' costs are only 4 percent of all health care spending.""",True,83
12758,George LeMieux,1,"""If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.""",True,138
12759,Jeff Kottkamp,3,"""Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.""",True,88
12796,Jan Patterson,1,"""Her opponent: zero times a judge, zero rulings, zero experience on the bench.""",True,79
12797,Charles Rangel,1,"""I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.""",Pants on Fire!,137
12805,Harry Reid,3,"""Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.""",True,91
12817,Harry Reid,3,"""We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.""",False,96
12824,Kinky Friedman,1,"""The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.""",False,94
12827,Farouk Shami,2,"""My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.""",False,84
12837,Farouk Shami,2,"""We have killed lots of innocent people in the state of Texas.""",False,63
12845,Bill O'Reilly,3,"""A Democratic poll operation shows that Fox News is the most trusted news operation in the country.""",True,100
12856,Judd Gregg,1,"""The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'""",True,150
12860,Debra Medina,2,"""For the hour after the (Jan. 14) debate, 'Debra Medina' was the No. 1 search on Google and for the remainder of that night No. 3.""",False,131
12866,Scott Brown,2,"""Federal employees are making twice as much as their private counterparts.""",False,75
12869,David Axelrod,2,"""We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.""",True,152
12874,Republican Party of Texas,1,"""Bill White has presided over the construction of what may be the world's largest abortion clinic.""",Pants on Fire!,99
12875,Jeb Hensarling,2,"""What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.""",False,107
12886,Bob McDonnell,3,"""Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.""",True,144
12899,Dick Armey,2,"""Right now the Tea Party polls higher than the Republicans and the Democrats.""",False,78
12914,Linda Chavez-Thompson,2,"""Most Texans aren't millionaires.""",True,34
12934,Barbara Ann Radnofsky,1,"""The attorney general requires that rape victims pay for the rape kit.""",Pants on Fire!,71
12945,Chuck Grassley,1,"""I haven't missed a vote since 1993.""",True,37
12956,Tom Harkin,1,"""Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.""",False,95
12963,Bobby Jindal,2,"""I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.""",False,141
13009,Planned Parenthood,1,"""President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.""",True,107
13028,Patrick Kennedy,1,"""One-third of the health care dollar goes to no such thing as health care; it goes to the insurance companies.""",False,111
13035,Mary Matalin,1,"""For the last decade the climate has been cooling.""",False,51
13061,Americans United for Change,2,"""Baseball and insurance are the only industries exempt from antitrust laws.""",False,76
